,adeop1,adeop2,lysop1,lysop2,adewt1,adewt2,lyswt1,lyswt2,glucose,adenine,lysine
0,10,10,10,10,20,20,20,20,6893.206707525838,9003.028795675655,6383.887039087925
1,2,3,2,5,10,8,8,10,6893.206707525838,9003.028795675655,6383.887039087925
2,2,3,2,5,10,8,8,10,6893.206707525838,9003.028795675655,6383.887039087925
3,2,3,2,6,10,9,8,10,6893.206707525838,9003.028795675655,6383.887039087925
4,2,4,2,6,11,10,8,10,6893.206707525838,9003.028795675655,6383.887039087925
5,2,4,2,6,12,11,8,10,6893.206707525838,9003.028795675655,6383.887039087925
6,2,4,2,6,12,11,10,10,6893.206707525838,9003.028795675655,6383.887039087925
7,2,4,2,6,12,11,10,10,6893.206707525838,9003.028795675655,6383.887039087925
8,2,4,2,6,13,11,10,10,6893.206707525838,9003.028795675655,6383.887039087925
9,2,4,2,7,13,12,11,11,6893.206707525838,9003.028795675655,6383.887039087925
10,3,5,2,7,14,12,11,12,6893.206707525838,9003.028795675655,6383.887039087925
11,3,5,2,7,14,12,11,12,6893.206707525838,9003.028795675655,6383.887039087925
12,3,6,2,7,14,12,11,13,6893.206707525838,9003.028795675655,6383.887039087925
13,3,6,3,9,15,13,12,13,6893.206707525838,9003.028795675655,6383.887039087925
14,3,6,3,9,15,13,12,13,6893.206707525838,9003.028795675655,6383.887039087925
15,3,6,3,9,15,13,12,15,6893.206707525838,9003.028795675655,6383.887039087925
16,3,6,3,10,15,14,13,16,6893.206707525838,9003.028795675655,6383.887039087925
17,3,6,3,10,16,14,14,18,6893.206707525838,9003.028795675655,6383.887039087925
18,3,6,3,10,17,15,14,18,6893.206707525838,9003.028795675655,6383.887039087925
19,3,6,3,10,19,15,14,19,6893.206707525838,9003.028795675655,6383.887039087925
20,3,6,3,10,20,17,14,19,6893.206707525838,9003.028795675655,6383.887039087925
21,4,7,4,11,22,17,14,19,6893.206707525838,9003.028795675655,6383.887039087925
22,4,7,4,11,23,19,15,19,6893.206707525838,9003.028795675655,6383.887039087925
23,4,7,4,11,24,22,15,19,6893.206707525838,9003.028795675655,6383.887039087925
24,4,8,4,11,25,23,17,19,6893.206707525838,9003.028795675655,6383.887039087925
25,4,8,4,12,25,23,18,19,6893.206707525838,9003.028795675655,6383.887039087925
26,4,8,4,13,25,24,19,21,6893.206707525838,9003.028795675655,6383.887039087925
27,5,8,4,13,26,24,19,21,6893.206707525838,9003.028795675655,6383.887039087925
28,6,11,4,13,28,25,20,24,6893.206707525838,9003.028795675655,6383.887039087925
29,6,11,4,15,28,26,21,24,6893.206707525838,9003.028795675655,6383.887039087925
30,6,11,4,16,28,26,22,24,6893.206707525838,9003.028795675655,6383.887039087925
31,6,11,4,17,28,26,23,24,6893.206707525838,9003.028795675655,6383.887039087925
32,6,11,4,17,29,26,23,25,6893.206707525838,9003.028795675655,6383.887039087925
33,6,11,4,18,29,27,24,29,6893.206707525838,9003.028795675655,6383.887039087925
34,6,12,6,18,31,28,24,30,6893.206707525838,9003.028795675655,6383.887039087925
35,6,12,6,19,32,28,24,32,6893.206707525838,9003.028795675655,6383.887039087925
36,6,12,6,20,33,28,26,34,6893.206707525838,9003.028795675655,6383.887039087925
37,6,13,6,20,34,28,26,35,6893.206707525838,9003.028795675655,6383.887039087925
38,6,13,6,21,36,29,26,36,6893.206707525838,9003.028795675655,6383.887039087925
39,7,13,6,22,37,31,27,37,6893.206707525838,9003.028795675655,6383.887039087925
